section,category,description,date,metric,value
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-02,3-Day Average Percent Positivity,0.0476
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-02,Cumulative Antibody Tests Performed,108757
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-03,Antibody Tests Performed,1260
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-03,Number of negative tests,1213
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-03,Number of positive tests,47
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-03,Total Tests per 100K People,21.8599
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-03,Percent Positivity,0.0373
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-03,7-Day Average Percent Positivity,0.0444
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-03,3-Day Average Percent Positivity,0.0442
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-03,Cumulative Antibody Tests Performed,110017
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-04,Antibody Tests Performed,920
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-04,Number of negative tests,893
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-04,Number of positive tests,27
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-04,Total Tests per 100K People,15.9612
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-04,Percent Positivity,0.0293
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-04,7-Day Average Percent Positivity,0.0428
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-04,3-Day Average Percent Positivity,0.0391
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-04,Cumulative Antibody Tests Performed,110937
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-05,Antibody Tests Performed,333
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-05,Number of negative tests,318
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-05,Number of positive tests,15
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-05,Total Tests per 100K People,5.7773
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-05,Percent Positivity,0.045
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-05,7-Day Average Percent Positivity,0.0443
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-05,3-Day Average Percent Positivity,0.0354
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-05,Cumulative Antibody Tests Performed,111270
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-06,Antibody Tests Performed,695
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-06,Number of negative tests,653
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-06,Number of positive tests,42
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-06,Total Tests per 100K People,12.0576
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-06,Percent Positivity,0.0604
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-06,7-Day Average Percent Positivity,0.0446
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-06,3-Day Average Percent Positivity,0.0431
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-06,Cumulative Antibody Tests Performed,111965
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-07,Antibody Tests Performed,821
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-07,Number of negative tests,755
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-07,Number of positive tests,66
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-07,Total Tests per 100K People,14.2436
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-07,Percent Positivity,0.0804
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-07,7-Day Average Percent Positivity,0.0481
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-07,3-Day Average Percent Positivity,0.0665
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-07,Cumulative Antibody Tests Performed,112786
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-08,Antibody Tests Performed,1247
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-08,Number of negative tests,1197
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-08,Number of positive tests,50
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-08,Total Tests per 100K People,21.6344
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-08,Percent Positivity,0.0401
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-08,7-Day Average Percent Positivity,0.0465
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-08,3-Day Average Percent Positivity,0.0572
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-08,Cumulative Antibody Tests Performed,114033
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-09,Antibody Tests Performed,1527
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-09,Number of negative tests,1459
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-09,Number of positive tests,68
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-09,Total Tests per 100K People,26.4921
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-09,Percent Positivity,0.0445
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-09,7-Day Average Percent Positivity,0.0463
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-09,3-Day Average Percent Positivity,0.0512
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-09,Cumulative Antibody Tests Performed,115560
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-10,Antibody Tests Performed,1123
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-10,Number of negative tests,1086
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-10,Number of positive tests,37
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-10,Total Tests per 100K People,19.4831
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-10,Percent Positivity,0.0329
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-10,7-Day Average Percent Positivity,0.0458
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-10,3-Day Average Percent Positivity,0.0398
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-10,Cumulative Antibody Tests Performed,116683
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-11,Antibody Tests Performed,728
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-11,Number of negative tests,689
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-11,Number of positive tests,39
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-11,Total Tests per 100K People,12.6302
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-11,Percent Positivity,0.0536
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-11,7-Day Average Percent Positivity,0.049
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-11,3-Day Average Percent Positivity,0.0426
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-11,Cumulative Antibody Tests Performed,117411
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-12,Antibody Tests Performed,892
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-12,Number of negative tests,845
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-12,Number of positive tests,47
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-12,Total Tests per 100K People,15.4754
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-12,Percent Positivity,0.0527
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-12,7-Day Average Percent Positivity,0.0496
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-12,3-Day Average Percent Positivity,0.0448
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-12,Cumulative Antibody Tests Performed,118303
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-13,Antibody Tests Performed,868
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-13,Number of negative tests,818
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-13,Number of positive tests,50
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-13,Total Tests per 100K People,15.059
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-13,Percent Positivity,0.0576
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-13,7-Day Average Percent Positivity,0.0495
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-13,3-Day Average Percent Positivity,0.0547
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-13,Cumulative Antibody Tests Performed,119171
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-14,Antibody Tests Performed,808
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-14,Number of negative tests,766
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-14,Number of positive tests,42
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-14,Total Tests per 100K People,14.0181
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-14,Percent Positivity,0.052
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-14,7-Day Average Percent Positivity,0.0463
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-14,3-Day Average Percent Positivity,0.0541
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-14,Cumulative Antibody Tests Performed,119979
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-15,Antibody Tests Performed,1652
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-15,Number of negative tests,1521
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-15,Number of positive tests,131
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-15,Total Tests per 100K People,28.6608
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-15,Percent Positivity,0.0793
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-15,7-Day Average Percent Positivity,0.0545
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-15,3-Day Average Percent Positivity,0.067
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-15,Cumulative Antibody Tests Performed,121631
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-16,Antibody Tests Performed,1385
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-16,Number of negative tests,1310
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-16,Number of positive tests,75
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-16,Total Tests per 100K People,24.0286
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-16,Percent Positivity,0.0542
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-16,7-Day Average Percent Positivity,0.0565
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-16,3-Day Average Percent Positivity,0.0645
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-16,Cumulative Antibody Tests Performed,123016
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-17,Antibody Tests Performed,1632
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-17,Number of negative tests,1182
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-17,Number of positive tests,450
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-17,Total Tests per 100K People,28.3138
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-17,Percent Positivity,0.2757
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-17,7-Day Average Percent Positivity,0.1047
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-17,3-Day Average Percent Positivity,0.1405
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-17,Cumulative Antibody Tests Performed,124648
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-18,Antibody Tests Performed,827
Tests,Daily Antibody Tests,Daily COVID-19 Antibody Test Data From Clinical Laboratories,2020-07-18,Number of negative tests,772
