OBJECTID,Name,Population,Desc_,attribute,attr_date,metric,value,rep_date,Shape__Area,Shape__Length
57427,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/19/2020,Cases,4358,6/7/2020,28.0394250010993,22.0199204177256
57428,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/20/2020,Cases,4377,6/7/2020,28.0394250010993,22.0199204177256
57429,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/21/2020,Cases,4396,6/7/2020,28.0394250010993,22.0199204177256
57430,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/22/2020,Cases,4407,6/7/2020,28.0394250010993,22.0199204177256
57431,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/23/2020,Cases,4409,6/7/2020,28.0394250010993,22.0199204177256
57432,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/24/2020,Cases,4424,6/7/2020,28.0394250010993,22.0199204177256
57433,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/25/2020,Cases,4434,6/7/2020,28.0394250010993,22.0199204177256
57434,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/26/2020,Cases,4443,6/7/2020,28.0394250010993,22.0199204177256
57435,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/27/2020,Cases,4452,6/7/2020,28.0394250010993,22.0199204177256
57436,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/28/2020,Cases,4459,6/7/2020,28.0394250010993,22.0199204177256
57437,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/29/2020,Cases,4468,6/7/2020,28.0394250010993,22.0199204177256
57438,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/30/2020,Cases,4471,6/7/2020,28.0394250010993,22.0199204177256
57439,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,5/31/2020,Cases,4473,6/7/2020,28.0394250010993,22.0199204177256
57440,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,6/1/2020,Cases,4479,6/7/2020,28.0394250010993,22.0199204177256
57441,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,6/2/2020,Cases,4482,6/7/2020,28.0394250010993,22.0199204177256
57442,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,6/3/2020,Cases,4482,6/7/2020,28.0394250010993,22.0199204177256
57443,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,6/4/2020,Cases,4484,6/7/2020,28.0394250010993,22.0199204177256
57444,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,6/5/2020,Cases,4484,6/7/2020,28.0394250010993,22.0199204177256
57445,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date of Illness Onset,,6/6/2020,Cases,4485,6/7/2020,28.0394250010993,22.0199204177256
57446,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/9/2020,Cases,2,6/7/2020,28.0394250010993,22.0199204177256
57447,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/10/2020,Cases,4,6/7/2020,28.0394250010993,22.0199204177256
57448,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/11/2020,Cases,5,6/7/2020,28.0394250010993,22.0199204177256
57449,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/12/2020,Cases,7,6/7/2020,28.0394250010993,22.0199204177256
57450,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/13/2020,Cases,11,6/7/2020,28.0394250010993,22.0199204177256
57451,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/14/2020,Cases,15,6/7/2020,28.0394250010993,22.0199204177256
57452,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/15/2020,Cases,17,6/7/2020,28.0394250010993,22.0199204177256
57453,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/16/2020,Cases,22,6/7/2020,28.0394250010993,22.0199204177256
57454,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/17/2020,Cases,29,6/7/2020,28.0394250010993,22.0199204177256
57455,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/18/2020,Cases,37,6/7/2020,28.0394250010993,22.0199204177256
57456,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/19/2020,Cases,51,6/7/2020,28.0394250010993,22.0199204177256
57457,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/20/2020,Cases,73,6/7/2020,28.0394250010993,22.0199204177256
57458,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/21/2020,Cases,105,6/7/2020,28.0394250010993,22.0199204177256
57459,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/22/2020,Cases,145,6/7/2020,28.0394250010993,22.0199204177256
57460,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/23/2020,Cases,197,6/7/2020,28.0394250010993,22.0199204177256
57461,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/24/2020,Cases,254,6/7/2020,28.0394250010993,22.0199204177256
57462,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/25/2020,Cases,337,6/7/2020,28.0394250010993,22.0199204177256
57463,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/26/2020,Cases,428,6/7/2020,28.0394250010993,22.0199204177256
57464,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/27/2020,Cases,525,6/7/2020,28.0394250010993,22.0199204177256
57465,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/28/2020,Cases,623,6/7/2020,28.0394250010993,22.0199204177256
57466,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/29/2020,Cases,759,6/7/2020,28.0394250010993,22.0199204177256
57467,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/30/2020,Cases,879,6/7/2020,28.0394250010993,22.0199204177256
57468,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,3/31/2020,Cases,1018,6/7/2020,28.0394250010993,22.0199204177256
57469,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/1/2020,Cases,1160,6/7/2020,28.0394250010993,22.0199204177256
57470,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/2/2020,Cases,1338,6/7/2020,28.0394250010993,22.0199204177256
57471,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/3/2020,Cases,1460,6/7/2020,28.0394250010993,22.0199204177256
57472,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/4/2020,Cases,1574,6/7/2020,28.0394250010993,22.0199204177256
57473,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/5/2020,Cases,1641,6/7/2020,28.0394250010993,22.0199204177256
57474,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/6/2020,Cases,1703,6/7/2020,28.0394250010993,22.0199204177256
57475,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/7/2020,Cases,1785,6/7/2020,28.0394250010993,22.0199204177256
57476,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/8/2020,Cases,1943,6/7/2020,28.0394250010993,22.0199204177256
57477,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/9/2020,Cases,2026,6/7/2020,28.0394250010993,22.0199204177256
57478,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/10/2020,Cases,2111,6/7/2020,28.0394250010993,22.0199204177256
57479,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/11/2020,Cases,2179,6/7/2020,28.0394250010993,22.0199204177256
57480,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/12/2020,Cases,2267,6/7/2020,28.0394250010993,22.0199204177256
57481,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/13/2020,Cases,2333,6/7/2020,28.0394250010993,22.0199204177256
57482,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/14/2020,Cases,2415,6/7/2020,28.0394250010993,22.0199204177256
57483,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/15/2020,Cases,2512,6/7/2020,28.0394250010993,22.0199204177256
57484,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/16/2020,Cases,2590,6/7/2020,28.0394250010993,22.0199204177256
57485,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/17/2020,Cases,2680,6/7/2020,28.0394250010993,22.0199204177256
57486,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/18/2020,Cases,2736,6/7/2020,28.0394250010993,22.0199204177256
57487,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/19/2020,Cases,2821,6/7/2020,28.0394250010993,22.0199204177256
57488,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/20/2020,Cases,2891,6/7/2020,28.0394250010993,22.0199204177256
57489,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/21/2020,Cases,2959,6/7/2020,28.0394250010993,22.0199204177256
57490,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/22/2020,Cases,3045,6/7/2020,28.0394250010993,22.0199204177256
57491,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/23/2020,Cases,3180,6/7/2020,28.0394250010993,22.0199204177256
57492,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/24/2020,Cases,3247,6/7/2020,28.0394250010993,22.0199204177256
57493,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/25/2020,Cases,3292,6/7/2020,28.0394250010993,22.0199204177256
57494,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/26/2020,Cases,3337,6/7/2020,28.0394250010993,22.0199204177256
57495,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/27/2020,Cases,3385,6/7/2020,28.0394250010993,22.0199204177256
57496,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/28/2020,Cases,3441,6/7/2020,28.0394250010993,22.0199204177256
57497,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/29/2020,Cases,3506,6/7/2020,28.0394250010993,22.0199204177256
57498,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,4/30/2020,Cases,3555,6/7/2020,28.0394250010993,22.0199204177256
57499,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/1/2020,Cases,3604,6/7/2020,28.0394250010993,22.0199204177256
57500,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/2/2020,Cases,3647,6/7/2020,28.0394250010993,22.0199204177256
57501,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/3/2020,Cases,3671,6/7/2020,28.0394250010993,22.0199204177256
57502,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/4/2020,Cases,3708,6/7/2020,28.0394250010993,22.0199204177256
57503,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/5/2020,Cases,3744,6/7/2020,28.0394250010993,22.0199204177256
57504,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/6/2020,Cases,3787,6/7/2020,28.0394250010993,22.0199204177256
57505,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/7/2020,Cases,3823,6/7/2020,28.0394250010993,22.0199204177256
57506,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/8/2020,Cases,3860,6/7/2020,28.0394250010993,22.0199204177256
57507,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/9/2020,Cases,3893,6/7/2020,28.0394250010993,22.0199204177256
57508,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/10/2020,Cases,3918,6/7/2020,28.0394250010993,22.0199204177256
57509,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/11/2020,Cases,3944,6/7/2020,28.0394250010993,22.0199204177256
57510,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/12/2020,Cases,3972,6/7/2020,28.0394250010993,22.0199204177256
57511,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/13/2020,Cases,4014,6/7/2020,28.0394250010993,22.0199204177256
57512,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/14/2020,Cases,4044,6/7/2020,28.0394250010993,22.0199204177256
57513,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/15/2020,Cases,4076,6/7/2020,28.0394250010993,22.0199204177256
57514,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/16/2020,Cases,4094,6/7/2020,28.0394250010993,22.0199204177256
57515,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/17/2020,Cases,4118,6/7/2020,28.0394250010993,22.0199204177256
57516,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/18/2020,Cases,4144,6/7/2020,28.0394250010993,22.0199204177256
57517,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/19/2020,Cases,4176,6/7/2020,28.0394250010993,22.0199204177256
57518,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/20/2020,Cases,4213,6/7/2020,28.0394250010993,22.0199204177256
57519,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/21/2020,Cases,4243,6/7/2020,28.0394250010993,22.0199204177256
57520,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/22/2020,Cases,4274,6/7/2020,28.0394250010993,22.0199204177256
57521,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/23/2020,Cases,4289,6/7/2020,28.0394250010993,22.0199204177256
57522,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/24/2020,Cases,4313,6/7/2020,28.0394250010993,22.0199204177256
57523,Colorado,5694287,Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,,5/25/2020,Cases,4330,6/7/2020,28.0394250010993,22.0199204177256
