description,attribute,metric,value
Positivity Data from Clinical Laboratories,2020-05-04,Percent Positivity,10.63
Positivity Data from Clinical Laboratories,2020-05-04,Three-day Moving Average of Percent Positivity,10.35
Positivity Data from Clinical Laboratories,2020-05-04,Total Tests per 100k People,54.18
Positivity Data from Clinical Laboratories,2020-05-05,Count of people tested by CDPHE lab,336
Positivity Data from Clinical Laboratories,2020-05-05,Count of people tested by non-CDPHE (commercial) lab,2898
Positivity Data from Clinical Laboratories,2020-05-05,Percent Positivity,10.36
Positivity Data from Clinical Laboratories,2020-05-05,Three-day Moving Average of Percent Positivity,10.19
Positivity Data from Clinical Laboratories,2020-05-05,Total Tests per 100k People,56.79
Positivity Data from Clinical Laboratories,2020-05-06,Count of people tested by CDPHE lab,686
Positivity Data from Clinical Laboratories,2020-05-06,Count of people tested by non-CDPHE (commercial) lab,2646
Positivity Data from Clinical Laboratories,2020-05-06,Percent Positivity,12.48
Positivity Data from Clinical Laboratories,2020-05-06,Three-day Moving Average of Percent Positivity,11.16
Positivity Data from Clinical Laboratories,2020-05-06,Total Tests per 100k People,58.51
Positivity Data from Clinical Laboratories,2020-05-07,Count of people tested by CDPHE lab,703
Positivity Data from Clinical Laboratories,2020-05-07,Count of people tested by non-CDPHE (commercial) lab,4667
Positivity Data from Clinical Laboratories,2020-05-07,Percent Positivity,7.88
Positivity Data from Clinical Laboratories,2020-05-07,Three-day Moving Average of Percent Positivity,10.24
Positivity Data from Clinical Laboratories,2020-05-07,Total Tests per 100k People,94.31
Positivity Data from Clinical Laboratories,2020-05-08,Count of people tested by CDPHE lab,868
Positivity Data from Clinical Laboratories,2020-05-08,Count of people tested by non-CDPHE (commercial) lab,3809
Positivity Data from Clinical Laboratories,2020-05-08,Percent Positivity,11.55
Positivity Data from Clinical Laboratories,2020-05-08,Three-day Moving Average of Percent Positivity,10.64
Positivity Data from Clinical Laboratories,2020-05-08,Total Tests per 100k People,82.13
Positivity Data from Clinical Laboratories,2020-05-09,Count of people tested by CDPHE lab,860
Positivity Data from Clinical Laboratories,2020-05-09,Count of people tested by non-CDPHE (commercial) lab,3147
Positivity Data from Clinical Laboratories,2020-05-09,Percent Positivity,8.39
Positivity Data from Clinical Laboratories,2020-05-09,Three-day Moving Average of Percent Positivity,9.27
Positivity Data from Clinical Laboratories,2020-05-09,Total Tests per 100k People,70.37
Positivity Data from Clinical Laboratories,2020-05-10,Count of people tested by CDPHE lab,879
Positivity Data from Clinical Laboratories,2020-05-10,Count of people tested by non-CDPHE (commercial) lab,2172
Positivity Data from Clinical Laboratories,2020-05-10,Percent Positivity,6.69
Positivity Data from Clinical Laboratories,2020-05-10,Three-day Moving Average of Percent Positivity,8.88
Positivity Data from Clinical Laboratories,2020-05-10,Total Tests per 100k People,53.58
Positivity Data from Clinical Laboratories,2020-05-11,Count of people tested by CDPHE lab,662
Positivity Data from Clinical Laboratories,2020-05-11,Count of people tested by non-CDPHE (commercial) lab,2246
Positivity Data from Clinical Laboratories,2020-05-11,Percent Positivity,7.26
Positivity Data from Clinical Laboratories,2020-05-11,Three-day Moving Average of Percent Positivity,7.45
Positivity Data from Clinical Laboratories,2020-05-11,Total Tests per 100k People,51.07
Positivity Data from Clinical Laboratories,2020-05-12,Count of people tested by CDPHE lab,475
Positivity Data from Clinical Laboratories,2020-05-12,Count of people tested by non-CDPHE (commercial) lab,3356
Positivity Data from Clinical Laboratories,2020-05-12,Percent Positivity,6.24
Positivity Data from Clinical Laboratories,2020-05-12,Three-day Moving Average of Percent Positivity,6.73
Positivity Data from Clinical Laboratories,2020-05-12,Total Tests per 100k People,67.28
Positivity Data from Clinical Laboratories,2020-05-13,Count of people tested by CDPHE lab,528
Positivity Data from Clinical Laboratories,2020-05-13,Count of people tested by non-CDPHE (commercial) lab,3729
Positivity Data from Clinical Laboratories,2020-05-13,Percent Positivity,9.75
Positivity Data from Clinical Laboratories,2020-05-13,Three-day Moving Average of Percent Positivity,7.75
Positivity Data from Clinical Laboratories,2020-05-13,Total Tests per 100k People,74.76
Positivity Data from Clinical Laboratories,2020-05-14,Count of people tested by CDPHE lab,683
Positivity Data from Clinical Laboratories,2020-05-14,Count of people tested by non-CDPHE (commercial) lab,3914
Positivity Data from Clinical Laboratories,2020-05-14,Percent Positivity,7.77
Positivity Data from Clinical Laboratories,2020-05-14,Three-day Moving Average of Percent Positivity,7.92
Positivity Data from Clinical Laboratories,2020-05-14,Total Tests per 100k People,80.73
Positivity Data from Clinical Laboratories,2020-05-15,Count of people tested by CDPHE lab,635
Positivity Data from Clinical Laboratories,2020-05-15,Count of people tested by non-CDPHE (commercial) lab,3836
Positivity Data from Clinical Laboratories,2020-05-15,Percent Positivity,8.77
Positivity Data from Clinical Laboratories,2020-05-15,Three-day Moving Average of Percent Positivity,8.76
Positivity Data from Clinical Laboratories,2020-05-15,Total Tests per 100k People,78.52
Positivity Data from Clinical Laboratories,2020-05-16,Count of people tested by CDPHE lab,551
Positivity Data from Clinical Laboratories,2020-05-16,Count of people tested by non-CDPHE (commercial) lab,2874
Positivity Data from Clinical Laboratories,2020-05-16,Percent Positivity,8.61
Positivity Data from Clinical Laboratories,2020-05-16,Three-day Moving Average of Percent Positivity,8.38
Positivity Data from Clinical Laboratories,2020-05-16,Total Tests per 100k People,60.15
Positivity Data from Clinical Laboratories,2020-05-17,Count of people tested by CDPHE lab,423
Positivity Data from Clinical Laboratories,2020-05-17,Count of people tested by non-CDPHE (commercial) lab,2831
Positivity Data from Clinical Laboratories,2020-05-17,Percent Positivity,6.15
Positivity Data from Clinical Laboratories,2020-05-17,Three-day Moving Average of Percent Positivity,7.84
Positivity Data from Clinical Laboratories,2020-05-17,Total Tests per 100k People,57.14
Positivity Data from Clinical Laboratories,2020-05-18,Count of people tested by CDPHE lab,586
Positivity Data from Clinical Laboratories,2020-05-18,Count of people tested by non-CDPHE (commercial) lab,2578
Positivity Data from Clinical Laboratories,2020-05-18,Percent Positivity,7.74
Positivity Data from Clinical Laboratories,2020-05-18,Three-day Moving Average of Percent Positivity,7.5
Positivity Data from Clinical Laboratories,2020-05-18,Total Tests per 100k People,55.56
Positivity Data from Clinical Laboratories,2020-05-19,Count of people tested by CDPHE lab,691
Positivity Data from Clinical Laboratories,2020-05-19,Count of people tested by non-CDPHE (commercial) lab,3762
Positivity Data from Clinical Laboratories,2020-05-19,Percent Positivity,5.7
Positivity Data from Clinical Laboratories,2020-05-19,Three-day Moving Average of Percent Positivity,6.53
Positivity Data from Clinical Laboratories,2020-05-19,Total Tests per 100k People,78.2
Positivity Data from Clinical Laboratories,2020-05-20,Count of people tested by CDPHE lab,1559
Positivity Data from Clinical Laboratories,2020-05-20,Count of people tested by non-CDPHE (commercial) lab,3628
Positivity Data from Clinical Laboratories,2020-05-20,Percent Positivity,5.82
Positivity Data from Clinical Laboratories,2020-05-20,Three-day Moving Average of Percent Positivity,6.42
Positivity Data from Clinical Laboratories,2020-05-20,Total Tests per 100k People,91.09
Positivity Data from Clinical Laboratories,2020-05-21,Count of people tested by CDPHE lab,1154
Positivity Data from Clinical Laboratories,2020-05-21,Count of people tested by non-CDPHE (commercial) lab,2454
Positivity Data from Clinical Laboratories,2020-05-21,Percent Positivity,6.32
Positivity Data from Clinical Laboratories,2020-05-21,Three-day Moving Average of Percent Positivity,5.95
Positivity Data from Clinical Laboratories,2020-05-21,Total Tests per 100k People,63.36
Positivity Data from Clinical Laboratories,2020-05-22,Count of people tested by CDPHE lab,2049
Positivity Data from Clinical Laboratories,2020-05-22,Count of people tested by non-CDPHE (commercial) lab,4166
Positivity Data from Clinical Laboratories,2020-05-22,Percent Positivity,6.52
Positivity Data from Clinical Laboratories,2020-05-22,Three-day Moving Average of Percent Positivity,6.22
Positivity Data from Clinical Laboratories,2020-05-22,Total Tests per 100k People,109.14
Positivity Data from Clinical Laboratories,Note,May not include all negative results.,NA
Positivity Data from Clinical Laboratories,Note,Individuals with serology-positive tests are not included in daily case counts until they are confirmed to have had COVID-like symptoms.,NA
Positivity Data from Clinical Laboratories,Note,Includes only tests from labs that participate in electronic lab reporting.,NA
Daily Serology Data From Clinical Laboratories,2020-04-20,Number of negative tests,1
Daily Serology Data From Clinical Laboratories,2020-04-20,Number of positive tests,0
Daily Serology Data From Clinical Laboratories,2020-04-21,Number of negative tests,36
Daily Serology Data From Clinical Laboratories,2020-04-21,Number of positive tests,0
Daily Serology Data From Clinical Laboratories,2020-04-22,Number of negative tests,21
Daily Serology Data From Clinical Laboratories,2020-04-22,Number of positive tests,9
Daily Serology Data From Clinical Laboratories,2020-04-23,Number of negative tests,110
Daily Serology Data From Clinical Laboratories,2020-04-23,Number of positive tests,27
Daily Serology Data From Clinical Laboratories,2020-04-24,Number of negative tests,389
Daily Serology Data From Clinical Laboratories,2020-04-24,Number of positive tests,44
Daily Serology Data From Clinical Laboratories,2020-04-25,Number of negative tests,604
Daily Serology Data From Clinical Laboratories,2020-04-25,Number of positive tests,57
Daily Serology Data From Clinical Laboratories,2020-04-26,Number of negative tests,717
Daily Serology Data From Clinical Laboratories,2020-04-26,Number of positive tests,56
Daily Serology Data From Clinical Laboratories,2020-04-27,Number of negative tests,181
Daily Serology Data From Clinical Laboratories,2020-04-27,Number of positive tests,32
Daily Serology Data From Clinical Laboratories,2020-04-28,Number of negative tests,593
Daily Serology Data From Clinical Laboratories,2020-04-28,Number of positive tests,74
Daily Serology Data From Clinical Laboratories,2020-04-29,Number of negative tests,1119
Daily Serology Data From Clinical Laboratories,2020-04-29,Number of positive tests,126
Daily Serology Data From Clinical Laboratories,2020-04-30,Number of negative tests,1428
Daily Serology Data From Clinical Laboratories,2020-04-30,Number of positive tests,145
Daily Serology Data From Clinical Laboratories,2020-05-01,Number of negative tests,1503
Daily Serology Data From Clinical Laboratories,2020-05-01,Number of positive tests,177
Daily Serology Data From Clinical Laboratories,2020-05-02,Number of negative tests,1623
Daily Serology Data From Clinical Laboratories,2020-05-02,Number of positive tests,143
Daily Serology Data From Clinical Laboratories,2020-05-03,Number of negative tests,476
Daily Serology Data From Clinical Laboratories,2020-05-03,Number of positive tests,55
Daily Serology Data From Clinical Laboratories,2020-05-04,Number of negative tests,1577
Daily Serology Data From Clinical Laboratories,2020-05-04,Number of positive tests,172
Daily Serology Data From Clinical Laboratories,2020-05-05,Number of negative tests,583
Daily Serology Data From Clinical Laboratories,2020-05-05,Number of positive tests,67
Daily Serology Data From Clinical Laboratories,2020-05-06,Number of negative tests,1200
Daily Serology Data From Clinical Laboratories,2020-05-06,Number of positive tests,162
Daily Serology Data From Clinical Laboratories,2020-05-07,Number of negative tests,1788
Daily Serology Data From Clinical Laboratories,2020-05-07,Number of positive tests,187
Daily Serology Data From Clinical Laboratories,2020-05-08,Number of negative tests,1742
Daily Serology Data From Clinical Laboratories,2020-05-08,Number of positive tests,132
Daily Serology Data From Clinical Laboratories,2020-05-09,Number of negative tests,1518
Daily Serology Data From Clinical Laboratories,2020-05-09,Number of positive tests,137
Daily Serology Data From Clinical Laboratories,2020-05-10,Number of negative tests,1613
Daily Serology Data From Clinical Laboratories,2020-05-10,Number of positive tests,137
Daily Serology Data From Clinical Laboratories,2020-05-11,Number of negative tests,493
Daily Serology Data From Clinical Laboratories,2020-05-11,Number of positive tests,23
Daily Serology Data From Clinical Laboratories,2020-05-12,Number of negative tests,802
Daily Serology Data From Clinical Laboratories,2020-05-12,Number of positive tests,48
Daily Serology Data From Clinical Laboratories,2020-05-13,Number of negative tests,4585
Daily Serology Data From Clinical Laboratories,2020-05-13,Number of positive tests,312
Daily Serology Data From Clinical Laboratories,2020-05-14,Number of negative tests,2515
Daily Serology Data From Clinical Laboratories,2020-05-14,Number of positive tests,200
